loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,income,Credit_Score,co_applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
1,Joint,1,type1,p4,1,0,0,346500,360.0,0,0,0,388000.0,0,pr,0,7440.0,740,1,2,0,89.30412371,North,0,0,39.0
1,Male,0,type1,p4,1,0,0,456500,360.0,0,0,0,558000.0,0,pr,0,9120.0,875,1,2,0,81.81003584,North,0,0,30.0
1,Joint,1,type2,p1,1,0,1,396500,360.0,0,0,0,408000.0,0,pr,0,5280.0,772,1,2,0,97.18137255,North,0,0,53.0
1,Joint,0,type1,p4,1,0,0,426500,360.0,0,0,0,518000.0,0,pr,0,11160.0,729,1,4,0,82.33590734,south,0,0,37.0
1,Joint,1,type1,p1,1,0,0,266500,360.0,0,0,0,418000.0,0,pr,0,3000.0,793,1,2,1,63.75598086,North,0,1,45.0
1,Joint,0,type1,p4,1,0,0,316500,360.0,0,0,0,428000.0,0,pr,0,7380.0,642,1,2,0,73.94859813,North,0,0,43.0
1,Sex Not Available,1,type1,p1,1,0,0,176500,360.0,1,0,0,378000.0,0,pr,0,3780.0,525,0,4,1,46.69312169,south,0,1,37.0
1,Female,0,type1,p4,1,0,0,166500,360.0,0,0,0,178000.0,0,pr,0,6360.0,752,0,3,1,93.53932584,North,0,0,36.0
1,Sex Not Available,0,type3,p4,1,0,0,446500,360.0,0,0,0,418000.0,0,pr,0,0.0,657,1,3,1,75.13586957,south,0,1,39.0
1,Female,0,type1,p3,1,0,0,206500,360.0,0,0,0,328000.0,0,pr,0,2460.0,632,0,4,1,62.95731707,North,0,0,41.0
1,Joint,0,type1,p4,1,0,0,486500,360.0,0,0,0,548000.0,0,pr,0,6300.0,521,1,1,0,88.77737226,south,0,0,46.0
1,Female,0,type1,p3,1,0,0,386500,360.0,0,0,0,558000.0,0,pr,0,10320.0,729,1,2,0,69.26523297,North,0,0,45.0
1,Joint,0,type1,p1,1,0,0,246500,360.0,0,0,0,248000.0,0,pr,0,4380.0,826,1,1,1,99.39516129,North,0,0,30.0
1,Male,0,type1,p1,1,0,0,536500,360.0,0,0,1,568000.0,0,pr,0,12180.0,540,0,2,0,94.45422535,North,0,0,40.0
1,Male,0,type1,p4,1,0,0,346500,360.0,0,0,0,418000.0,0,pr,0,5100.0,809,0,2,0,82.89473684,North,0,0,21.0
0,Male,0,type1,p4,1,0,0,906500,360.0,1,0,0,3408000.0,0,pr,0,17400.0,509,0,3,0,26.5991784,south,0,0,34.0
1,Sex Not Available,0,type1,p2,1,0,0,246500,360.0,0,0,0,328000.0,0,pr,0,4320.0,647,0,4,1,75.15243902,south,0,0,37.0
1,Male,0,type3,p3,1,0,0,386500,360.0,0,0,0,418000.0,0,pr,0,5520.0,888,1,2,0,75.13586957,south,0,1,39.0
1,Sex Not Available,0,type1,p3,1,0,0,136500,360.0,0,0,0,278000.0,0,pr,0,2760.0,715,1,2,1,49.10071942,south,0,0,44.0
1,Female,1,type1,p3,1,0,0,146500,360.0,1,0,0,188000.0,0,pr,0,5640.0,758,0,1,0,77.92553191,North,0,0,41.0
1,Male,0,type3,p3,1,0,0,156500,360.0,0,0,0,418000.0,0,pr,0,2100.0,693,1,5,1,75.13586957,North,0,1,39.0
1,Joint,0,type2,p3,1,0,1,116500,240.0,0,1,0,158000.0,0,pr,0,4440.0,715,1,3,1,73.73417722,North,0,0,55.0
1,Male,0,type1,p4,1,0,0,626500,360.0,0,0,0,1108000.0,0,pr,0,8880.0,717,1,4,1,56.5433213,North,0,1,61.0
1,Male,0,type1,p3,1,0,0,246500,360.0,0,0,0,788000.0,0,pr,0,6540.0,814,0,5,1,31.28172589,south,0,0,25.0
1,Male,0,type1,p4,1,0,0,216500,240.0,0,0,0,298000.0,0,ir,0,5820.0,889,0,1,1,72.65100671,North,0,0,24.0
1,Joint,0,type1,p4,1,0,0,466500,324.0,1,0,0,618000.0,0,pr,0,12060.0,582,1,4,1,75.48543689,North,0,0,14.0
1,Male,0,type1,p1,1,0,0,296500,360.0,0,0,0,318000.0,0,pr,0,10200.0,572,0,1,1,93.23899371,North-East,0,0,28.0
0,Sex Not Available,0,type3,p4,1,0,0,536500,180.0,0,0,0,658000.0,0,pr,0,5760.0,667,0,3,1,81.53495441,south,0,0,39.0
1,Female,0,type1,p4,1,0,0,436500,360.0,0,0,0,558000.0,0,pr,0,10560.0,831,0,2,1,78.22580645,central,0,0,31.0
1,Joint,0,type1,p3,1,0,0,226500,240.0,0,0,0,308000.0,0,pr,0,9180.0,507,1,3,1,73.53896104,North,0,1,25.0
1,Sex Not Available,0,type1,p3,1,0,0,316500,360.0,0,0,0,398000.0,0,pr,0,6660.0,795,1,3,1,79.52261307,south,0,1,39.0
1,Male,0,type1,p4,1,0,0,416500,360.0,0,0,0,488000.0,0,pr,0,10800.0,535,0,1,0,85.34836066,North,0,1,35.0
1,Sex Not Available,0,type1,p2,0,0,0,206500,180.0,1,1,0,288000.0,0,ir,0,4200.0,803,0,3,1,71.70138889,south,0,1,49.0
0,Joint,0,type3,p4,1,0,0,886500,360.0,0,0,0,1108000.0,0,pr,0,5760.0,842,1,6,0,80.00902527,North,0,0,39.0
1,Sex Not Available,0,type1,p4,1,0,0,266500,360.0,0,0,0,398000.0,0,pr,0,4260.0,797,0,3,0,66.95979899,south,0,0,36.0
1,Female,0,type2,p3,1,0,1,536500,360.0,1,0,0,628000.0,0,pr,0,5820.0,508,0,1,1,85.42993631,south,0,0,56.0
1,Male,0,type1,p1,1,0,0,156500,360.0,0,0,0,228000.0,0,pr,0,2880.0,517,0,1,1,68.64035088,south,0,0,44.0
1,Joint,0,type1,p4,1,0,0,576500,360.0,0,0,0,698000.0,0,pr,0,6300.0,740,1,2,0,82.59312321,North,0,0,41.0
1,Male,1,type1,p1,1,0,0,86500,360.0,0,0,0,88000.0,0,pr,0,1260.0,770,0,1,1,98.29545455,North,0,0,47.0
1,Female,0,type1,p4,1,0,0,356500,360.0,1,0,0,508000.0,0,pr,0,6360.0,641,0,5,0,70.17716535,North,0,0,37.0
1,Male,0,type2,p3,1,0,1,156500,360.0,1,0,0,178000.0,0,pr,0,6600.0,514,0,4,1,87.92134831,North,0,0,44.0
1,Female,0,type1,p3,1,0,0,196500,360.0,0,0,0,568000.0,0,pr,0,2580.0,528,0,5,1,34.59507042,south,0,0,44.0
1,Joint,0,type1,p3,1,0,0,416500,360.0,0,0,0,518000.0,0,pr,0,12300.0,705,1,2,0,80.40540541,south,0,0,31.0
1,Sex Not Available,1,type1,p1,1,0,0,226500,360.0,0,0,0,228000.0,0,pr,0,3420.0,596,0,1,1,99.34210526,south,0,1,48.0
1,Joint,0,type1,p3,1,0,0,206500,360.0,0,0,0,548000.0,0,pr,0,4140.0,699,1,3,1,37.68248175,North,0,0,45.0
1,Sex Not Available,0,type3,p3,1,0,0,116500,360.0,0,0,0,418000.0,0,pr,0,2940.0,781,1,4,1,75.13586957,south,0,1,39.0
1,Sex Not Available,1,type1,p4,1,0,0,256500,180.0,0,0,0,418000.0,0,pr,0,6480.0,855,1,2,1,75.13586957,south,0,1,39.0
1,Sex Not Available,0,type1,p4,1,0,0,406500,324.0,1,0,0,578000.0,0,pr,0,12540.0,766,0,3,1,70.32871972,south,0,0,30.0
1,Sex Not Available,1,type3,p3,1,0,0,156500,180.0,0,0,0,218000.0,0,pr,0,3000.0,711,0,3,1,71.78899083,south,0,0,43.0
1,Sex Not Available,0,type3,p4,1,0,0,436500,360.0,0,0,0,578000.0,0,pr,0,5760.0,833,1,4,1,75.51903114,south,0,0,39.0
1,Male,1,type1,p1,1,0,0,56500,360.0,0,0,0,78000.0,0,pr,0,1320.0,637,0,3,0,72.43589744,south,0,1,54.0
1,Joint,0,type1,p4,1,0,0,316500,228.0,0,0,0,828000.0,0,pr,0,7800.0,695,1,3,0,38.22463768,North,0,0,40.0
1,Female,0,type1,p3,1,0,0,76500,360.0,1,0,0,188000.0,0,pr,0,3720.0,509,1,3,1,40.69148936,south,0,0,36.0
1,Male,0,type1,p4,1,0,0,396500,360.0,0,0,0,558000.0,0,ir,0,5460.0,575,0,1,0,71.05734767,south,0,0,37.0
0,Sex Not Available,1,type1,p1,1,0,0,366500,324.0,1,0,0,408000.0,0,pr,0,9900.0,717,0,1,1,89.82843137,south,0,0,36.0
1,Female,0,type1,p3,1,0,0,476500,360.0,0,0,0,708000.0,0,pr,0,7500.0,575,0,4,0,67.30225989,North,0,0,35.0
1,Joint,0,type1,p4,1,0,0,626500,360.0,0,0,0,848000.0,0,ir,0,20580.0,637,1,2,0,73.87971698,south,0,0,36.0
1,Female,0,type1,p1,1,0,0,346500,360.0,0,0,0,428000.0,0,pr,0,4800.0,835,0,3,0,80.95794393,North,0,0,34.0
0,Male,0,type1,p3,1,0,0,996500,360.0,0,0,0,1328000.0,0,pr,0,13440.0,714,0,4,1,75.0376506,North,0,0,39.0
1,Joint,1,type1,p1,1,0,0,206500,360.0,0,0,0,218000.0,0,pr,0,3360.0,645,1,5,1,94.72477064,North,0,0,44.0
1,Sex Not Available,0,type1,p1,0,0,0,566500,360.0,0,0,0,598000.0,0,pr,0,7920.0,607,0,3,0,94.73244147,south,0,0,35.0
1,Joint,0,type1,p1,1,0,0,456500,360.0,0,0,0,538000.0,0,pr,0,9420.0,799,1,2,0,84.85130112,North,0,0,26.0
0,Female,1,type1,p3,1,0,0,536500,360.0,0,0,0,698000.0,0,pr,0,10980.0,840,0,4,0,76.86246418,central,0,0,31.0
1,Male,0,type1,p2,1,0,0,216500,360.0,0,0,0,418000.0,0,pr,0,3060.0,596,0,5,1,51.79425837,North,0,1,57.0
1,Joint,0,type1,p4,1,0,0,346500,360.0,0,0,0,428000.0,0,pr,0,14160.0,879,1,2,1,80.95794393,North,0,0,32.0
0,Male,1,type1,p1,1,0,0,286500,360.0,0,0,0,378000.0,0,pr,0,8100.0,727,0,3,0,75.79365079,North,0,0,48.0
1,Female,0,type1,p4,1,0,0,336500,360.0,0,0,0,398000.0,0,pr,0,4980.0,510,0,2,0,84.54773869,North-East,0,0,32.0
1,Joint,0,type1,p4,1,0,0,246500,360.0,0,0,0,338000.0,0,pr,0,4200.0,650,1,2,0,72.92899408,North,0,0,43.0
1,Sex Not Available,0,type1,p4,1,0,0,216500,360.0,0,0,0,358000.0,0,pr,0,6480.0,884,1,5,1,60.47486034,south,0,0,37.0
1,Sex Not Available,1,type1,p1,1,0,0,96500,360.0,0,0,0,168000.0,0,sr,0,5460.0,853,1,3,1,57.44047619,south,0,0,9.0
1,Female,0,type1,p3,1,0,0,636500,360.0,0,0,0,958000.0,0,pr,0,9420.0,572,0,2,1,66.44050104,south,0,0,37.0
1,Male,0,type1,p3,1,0,0,316500,360.0,0,0,0,428000.0,0,pr,0,3060.0,577,0,4,1,73.94859813,North,0,0,49.0
1,Sex Not Available,0,type1,p3,1,0,0,246500,288.0,0,0,0,358000.0,0,pr,0,9720.0,693,0,3,1,68.8547486,south,0,0,21.0
1,Joint,0,type1,p4,1,0,0,596500,360.0,0,1,0,708000.0,0,pr,0,6780.0,582,1,1,0,84.25141243,North,0,1,54.0
1,Sex Not Available,0,type1,p3,1,0,0,276500,240.0,0,0,0,408000.0,0,pr,0,4380.0,813,0,3,1,67.76960784,south,0,0,48.0
1,Male,0,type3,p4,1,0,0,476500,360.0,0,1,0,588000.0,0,pr,0,5760.0,615,1,3,0,81.03741497,North,0,0,39.0
1,Sex Not Available,0,type1,p4,1,0,0,346500,360.0,0,0,0,358000.0,0,pr,0,5040.0,749,0,2,1,96.7877095,south,0,1,47.0
1,Male,1,type1,p1,1,0,0,346500,360.0,0,0,0,438000.0,0,pr,0,8700.0,578,0,2,0,79.10958904,south,0,1,20.0
1,Sex Not Available,0,type1,p4,1,0,0,396500,360.0,1,0,0,468000.0,0,pr,0,5760.0,787,1,3,1,84.72222222,south,0,0,35.0
1,Sex Not Available,0,type3,p3,1,0,0,246500,360.0,0,0,0,278000.0,0,pr,0,5940.0,656,0,3,1,88.66906475,south,0,0,45.0
1,Sex Not Available,0,type1,p4,1,0,0,546500,360.0,0,0,0,958000.0,0,pr,0,16200.0,533,1,3,1,57.04592902,south,0,1,35.0
1,Male,0,type1,p3,0,0,0,176500,300.0,1,0,0,198000.0,0,pr,0,5760.0,508,0,5,1,89.14141414,North,0,1,24.0
1,Male,0,type1,p1,1,0,0,266500,360.0,0,0,0,318000.0,0,pr,0,3360.0,589,0,2,0,83.80503145,North,0,0,41.0
1,Male,0,type1,p4,1,0,0,396500,360.0,0,0,0,498000.0,0,ir,0,8160.0,514,0,3,1,79.6184739,North,0,1,8.0
1,Joint,0,type3,p3,1,0,0,596500,360.0,0,0,0,978000.0,0,pr,0,10560.0,526,1,5,0,60.99182004,south,0,1,43.0
1,Joint,0,type2,p3,1,0,1,66500,360.0,0,0,0,48000.0,0,pr,0,4020.0,577,1,2,1,138.5416667,North,0,1,23.0
1,Female,0,type1,p3,1,0,0,166500,360.0,0,0,0,298000.0,0,pr,0,2280.0,819,1,3,1,55.87248322,North,0,0,43.0
1,Sex Not Available,0,type1,p4,1,0,0,396500,360.0,0,0,0,708000.0,0,pr,0,9240.0,614,0,4,1,56.00282486,south,0,0,25.0
1,Male,0,type2,p4,1,0,1,196500,360.0,1,0,0,198000.0,0,pr,0,5760.0,775,0,0,1,99.24242424,south,0,1,39.0
0,Sex Not Available,0,type1,p3,1,0,0,476500,360.0,0,0,0,418000.0,0,pr,0,6480.0,763,1,5,1,75.13586957,south,0,1,39.0
0,Sex Not Available,0,type1,p1,1,0,0,336500,324.0,1,0,0,408000.0,0,pr,0,5760.0,694,1,3,1,82.4754902,south,0,1,39.0
1,Joint,1,type1,p3,1,0,0,156500,120.0,0,0,0,478000.0,0,pr,0,4860.0,698,0,2,1,32.74058577,North,0,0,49.0
1,Joint,0,type1,p4,1,0,0,226500,180.0,0,0,0,568000.0,0,pr,0,5580.0,587,1,4,1,39.87676056,central,0,0,40.0
1,Male,0,type1,p3,1,0,0,316500,360.0,0,0,0,418000.0,0,pr,0,7800.0,622,1,2,1,75.13586957,North,0,1,39.0
1,Joint,1,type1,p3,1,0,0,256500,360.0,0,0,0,348000.0,0,pr,0,4260.0,678,1,2,1,73.70689655,south,0,0,39.0
1,Joint,0,type1,p4,1,0,0,636500,360.0,0,0,0,798000.0,0,pr,0,7980.0,683,1,2,0,79.76190476,south,0,0,41.0
1,Sex Not Available,0,type1,p4,1,0,0,156500,240.0,0,0,0,188000.0,0,pr,0,6360.0,887,1,3,1,83.24468085,south,0,0,36.0
1,Male,0,type2,p3,0,0,1,86500,360.0,0,0,0,128000.0,0,pr,0,960.0,506,0,4,1,67.578125,North,0,0,48.0
1,Male,0,type1,p4,1,0,0,276500,360.0,0,0,0,328000.0,0,pr,0,6240.0,668,0,4,1,84.29878049,south,0,0,30.0
1,Joint,0,type3,p3,1,0,0,306500,360.0,0,0,0,338000.0,0,pr,0,5040.0,696,1,5,1,90.68047337,North,0,0,50.0
1,Male,0,type1,p4,0,0,0,276500,360.0,0,0,0,478000.0,0,pr,0,14340.0,606,0,4,1,57.84518828,North,0,0,27.0
1,Joint,0,type2,p3,1,0,1,216500,360.0,0,0,1,258000.0,0,pr,0,4320.0,887,1,4,1,83.91472868,North,0,0,38.0
1,Joint,0,type1,p4,1,0,0,526500,360.0,0,0,0,938000.0,0,pr,0,14940.0,541,1,1,0,56.13006397,North,0,0,31.0
1,Sex Not Available,0,type1,p4,1,0,0,516500,360.0,0,0,0,608000.0,0,pr,0,8220.0,501,0,2,1,84.95065789,south,0,0,37.0
1,Sex Not Available,0,type1,p4,0,0,0,176500,240.0,0,0,0,238000.0,0,pr,0,4680.0,674,1,3,1,74.15966387,south,0,0,45.0
1,Joint,0,type1,p3,1,0,0,326500,180.0,0,0,0,558000.0,0,pr,0,0.0,608,1,3,1,58.5125448,central,0,1,12.0
1,Sex Not Available,1,type1,p1,1,0,0,376500,360.0,0,0,0,758000.0,0,pr,0,12540.0,723,1,2,1,49.6701847,south,0,0,25.0
1,Joint,0,type3,p1,1,0,0,226500,360.0,0,0,0,418000.0,0,pr,0,4440.0,808,1,3,1,75.13586957,North,0,1,39.0
1,Male,0,type1,p1,1,0,0,186500,360.0,0,0,0,228000.0,0,pr,0,5160.0,771,0,2,1,81.79824561,North,0,0,44.0
1,Joint,0,type1,p4,1,0,0,316500,360.0,0,0,0,408000.0,0,pr,0,3360.0,577,1,5,0,77.57352941,North,0,0,49.0
1,Female,0,type1,p3,1,0,0,386500,360.0,0,0,0,558000.0,0,pr,0,5460.0,513,0,2,0,69.26523297,North,0,0,30.0
1,Female,0,type2,p1,1,0,1,276500,360.0,0,0,0,288000.0,0,pr,0,4620.0,554,1,1,0,96.00694444,south,0,0,41.0
1,Male,0,type1,p3,1,0,0,356500,180.0,0,0,0,608000.0,0,pr,0,9720.0,723,0,3,1,58.63486842,south,0,0,28.0
1,Female,0,type1,p4,1,0,0,376500,360.0,0,0,0,518000.0,0,pr,0,5640.0,578,0,2,0,72.68339768,south,0,0,21.0
1,Joint,0,type1,p1,1,0,0,456500,360.0,0,0,0,468000.0,0,pr,0,8820.0,529,1,2,0,97.54273504,North,0,0,33.0
1,Joint,0,type1,p2,1,0,0,376500,360.0,0,0,0,508000.0,0,pr,0,10980.0,691,1,2,0,74.11417323,North,0,0,26.0
1,Sex Not Available,0,type2,p4,1,0,1,406500,360.0,0,0,0,428000.0,0,pr,0,5760.0,517,1,1,1,94.97663551,south,0,0,39.0
1,Female,0,type1,p3,1,0,0,386500,360.0,0,0,1,978000.0,0,pr,0,3900.0,829,0,5,1,39.5194274,North,0,1,49.0
1,Male,0,type1,p4,1,0,0,286500,360.0,0,0,0,338000.0,0,pr,0,4140.0,892,0,6,1,84.76331361,North,0,0,47.0
1,Sex Not Available,0,type1,p3,1,0,0,146500,180.0,0,0,0,218000.0,0,pr,0,3060.0,548,0,4,1,67.20183486,south,0,0,38.0
1,Female,0,type1,p1,1,0,0,166500,180.0,0,0,0,178000.0,0,pr,0,11160.0,812,0,4,1,93.53932584,central,0,0,38.0
1,Female,1,type2,p1,1,0,1,296500,360.0,0,0,0,298000.0,0,pr,0,4320.0,639,0,3,1,99.4966443,central,0,0,50.0
1,Joint,1,type1,p4,1,0,0,476500,360.0,0,0,0,588000.0,0,pr,0,14040.0,859,1,2,0,81.03741497,North,0,0,11.0
1,Sex Not Available,0,type1,p4,1,0,0,436500,360.0,0,1,0,598000.0,0,pr,0,4440.0,874,0,2,1,72.99331104,south,0,0,49.0
1,Sex Not Available,0,type1,p3,1,0,0,346500,360.0,0,0,0,468000.0,0,pr,0,5100.0,592,1,1,1,74.03846154,south,0,0,40.0
1,Sex Not Available,0,type1,p4,1,0,0,286500,96.0,0,0,0,378000.0,0,pr,0,13320.0,684,1,3,1,75.79365079,south,0,0,49.0
1,Joint,0,type1,p3,1,0,0,156500,360.0,0,0,0,208000.0,0,pr,0,3900.0,557,1,3,1,75.24038462,North,0,0,26.0
1,Joint,0,type1,p4,1,0,0,666500,360.0,0,0,0,748000.0,0,pr,0,12540.0,587,1,2,0,89.10427807,south,0,0,23.0
1,Joint,0,type1,p4,1,0,0,336500,360.0,0,0,0,518000.0,0,pr,0,6540.0,578,1,2,0,64.96138996,south,0,0,37.0
1,Female,1,type1,p3,1,0,0,256500,360.0,0,0,0,438000.0,0,pr,0,3720.0,860,0,4,1,58.56164384,North,0,0,47.0
0,Male,0,type1,p3,1,0,0,546500,360.0,0,0,0,778000.0,0,pr,0,17040.0,869,0,4,1,70.24421594,North,0,0,31.0
1,Sex Not Available,1,type1,p3,1,0,0,216500,360.0,0,0,0,508000.0,0,pr,0,14820.0,638,1,3,1,42.61811024,south,0,0,18.0
1,Male,0,type1,p2,1,0,0,76500,180.0,0,0,0,98000.0,0,pr,0,2040.0,859,0,5,1,78.06122449,North,0,1,32.0
1,Female,1,type3,p4,1,0,0,436500,360.0,0,0,0,578000.0,0,pr,0,5760.0,777,0,5,0,75.51903114,North,0,0,39.0
1,Male,0,type1,p3,1,0,0,686500,360.0,1,0,0,418000.0,0,pr,0,7440.0,862,1,4,1,75.13586957,North,0,1,39.0
1,Sex Not Available,0,type2,p3,1,0,1,186500,360.0,0,0,0,218000.0,0,pr,0,3480.0,655,1,5,1,85.55045872,south,0,0,61.0
1,Joint,0,type1,p1,1,0,0,556500,360.0,0,0,0,718000.0,0,pr,0,8700.0,761,1,1,0,77.50696379,North,0,0,37.0
1,Male,0,type1,p4,1,0,0,146500,240.0,0,0,1,278000.0,0,pr,0,2280.0,872,0,5,1,52.69784173,North,0,0,43.0
1,Male,0,type1,p3,1,0,0,256500,360.0,0,1,0,428000.0,0,ir,0,19860.0,619,0,3,1,59.92990654,North,0,0,29.0
1,Male,1,type2,p3,1,0,1,186500,360.0,0,0,0,218000.0,0,pr,0,5220.0,869,0,3,1,85.55045872,North,0,0,41.0
1,Joint,0,type1,p4,1,0,0,516500,360.0,0,0,0,608000.0,0,pr,0,11820.0,682,1,1,0,84.95065789,North,0,0,31.0
1,Sex Not Available,0,type1,p2,1,0,0,356500,360.0,0,0,0,2108000.0,0,pr,0,15120.0,780,1,5,1,16.91176471,south,0,0,25.0
1,Male,0,type1,p4,1,0,0,256500,240.0,0,0,0,398000.0,0,pr,0,6780.0,536,0,3,1,64.44723618,North,0,0,32.0
1,Male,0,type1,p1,1,0,0,406500,360.0,0,0,0,428000.0,0,pr,0,6000.0,564,0,3,0,94.97663551,North,0,0,48.0
1,Female,0,type2,p3,1,0,1,216500,360.0,0,0,0,248000.0,0,pr,0,2520.0,894,0,5,1,87.2983871,North,0,0,53.0
1,Male,0,type3,p4,1,0,0,226500,360.0,0,0,0,228000.0,0,pr,0,5760.0,882,0,2,0,99.34210526,central,0,0,39.0
1,Female,0,type1,p3,1,0,0,96500,360.0,0,0,0,298000.0,0,pr,0,4080.0,589,1,4,1,32.38255034,North,0,0,34.0
1,Sex Not Available,0,type2,p3,1,0,1,186500,360.0,0,0,0,218000.0,0,pr,0,2520.0,562,1,2,1,85.55045872,south,0,1,61.0
1,Joint,0,type1,p4,1,0,0,646500,360.0,0,0,0,688000.0,0,pr,0,13800.0,793,1,2,1,93.96802326,North,0,0,37.0
1,Sex Not Available,1,type1,p4,1,0,0,446500,360.0,0,0,0,558000.0,0,pr,0,8280.0,539,1,2,0,80.01792115,south,0,0,39.0
1,Male,0,type1,p1,1,0,0,306500,360.0,0,0,0,508000.0,0,pr,0,4080.0,507,0,5,1,60.33464567,North,0,0,37.0
1,Female,0,type1,p4,1,0,0,396500,360.0,0,0,0,498000.0,0,pr,0,5040.0,836,0,4,1,79.6184739,North,0,0,44.0
1,Female,0,type2,p1,1,0,1,316500,360.0,0,0,0,328000.0,0,pr,0,4140.0,787,0,2,0,96.49390244,North,0,0,58.0
1,Male,0,type1,p4,1,0,0,686500,240.0,1,0,0,1708000.0,0,pr,0,22140.0,708,0,3,0,40.19320843,North,0,0,8.0
1,Joint,0,type2,p1,1,0,1,256500,360.0,0,0,0,268000.0,0,pr,0,5580.0,593,1,3,0,95.70895522,North,0,1,36.0
1,Female,0,type2,p1,1,0,1,266500,360.0,1,0,0,418000.0,0,pr,0,7980.0,844,1,4,1,75.13586957,North,0,1,39.0
1,Female,0,type1,p3,1,0,0,366500,336.0,0,0,0,818000.0,0,pr,0,8820.0,581,0,3,1,44.80440098,North,0,0,30.0
1,Male,1,type3,p4,1,0,0,216500,360.0,0,0,0,278000.0,0,pr,0,5760.0,893,0,5,1,77.87769784,North,0,0,39.0
1,Female,0,type1,p3,1,0,0,356500,360.0,0,0,0,1278000.0,0,pr,0,6060.0,821,1,4,0,27.89514867,North,0,0,36.0
1,Joint,0,type1,p1,1,0,0,96500,180.0,0,0,0,178000.0,0,sr,0,6660.0,713,1,5,0,54.21348315,North,0,0,47.0
0,Male,1,type1,p1,1,0,0,416500,360.0,0,0,0,548000.0,0,sr,0,11460.0,876,0,4,1,76.00364964,North,0,0,21.0
1,Joint,0,type1,p4,1,0,0,106500,360.0,0,0,0,288000.0,0,pr,0,2640.0,764,1,5,1,36.97916667,North,0,0,49.0
1,Sex Not Available,0,type1,p3,1,0,0,446500,360.0,0,0,0,638000.0,0,ir,0,11100.0,591,1,1,1,69.98432602,south,0,0,27.0
1,Female,0,type1,p3,1,0,0,396500,360.0,0,0,0,608000.0,0,pr,0,4080.0,596,0,3,1,65.21381579,North-East,0,1,47.0
1,Female,0,type1,p3,1,0,0,416500,360.0,0,0,0,998000.0,0,pr,0,5820.0,735,0,5,0,41.73346693,North,0,0,36.0
1,Sex Not Available,0,type1,p4,1,0,0,156500,240.0,0,0,0,258000.0,0,pr,0,5280.0,578,1,4,1,60.65891473,south,0,0,44.0
1,Male,0,type1,p4,1,0,0,306500,240.0,1,0,0,508000.0,0,pr,0,4920.0,863,0,3,1,60.33464567,south,0,0,43.0
1,Joint,0,type1,p3,1,0,0,176500,360.0,0,0,0,328000.0,0,pr,0,3000.0,563,1,5,1,53.81097561,North,0,0,24.0
1,Female,1,type2,p4,1,0,1,116500,360.0,0,0,0,138000.0,0,pr,0,1560.0,823,0,4,1,84.42028986,North,0,0,43.0
1,Sex Not Available,0,type1,p4,1,0,0,466500,360.0,0,0,0,548000.0,0,pr,0,6600.0,784,0,2,0,85.12773723,south,0,0,36.0
1,Male,0,type1,p4,1,0,0,696500,360.0,0,0,0,998000.0,0,pr,0,14700.0,573,0,2,0,69.78957916,south,0,0,24.0
1,Joint,0,type1,p4,1,0,0,616500,360.0,0,0,0,808000.0,0,pr,0,12060.0,623,1,1,0,76.29950495,North,0,0,29.0
1,Female,0,type1,p3,1,0,0,216500,360.0,0,0,0,378000.0,0,pr,0,2460.0,811,0,4,1,57.27513228,North,0,0,44.0
0,Female,0,type1,p4,1,0,0,1496500,360.0,1,0,0,2948000.0,0,pr,0,27120.0,509,0,3,0,50.76322931,south,0,0,39.0
1,Joint,0,type2,p4,1,0,1,376500,360.0,1,0,0,418000.0,0,pr,0,0.0,733,1,5,0,75.13586957,central,0,1,39.0
1,Joint,0,type1,p4,1,0,0,346500,360.0,0,0,1,718000.0,0,pr,0,8580.0,864,1,1,1,48.25905292,North,0,1,34.0
1,Female,0,type1,p3,1,0,0,356500,360.0,0,1,0,558000.0,0,pr,0,4500.0,661,0,5,1,63.88888889,south,0,0,38.0
1,Sex Not Available,1,type1,p3,1,0,0,316500,360.0,0,0,0,958000.0,0,pr,0,3780.0,758,0,6,1,33.03757829,south,0,0,46.0
1,Male,0,type1,p3,1,0,0,156500,360.0,1,0,0,198000.0,0,pr,0,3000.0,678,0,1,1,79.04040404,North,0,0,43.0
1,Sex Not Available,0,type3,p4,1,0,0,506500,360.0,0,0,0,558000.0,0,pr,0,5760.0,693,1,5,1,90.77060932,south,0,1,39.0
1,Sex Not Available,0,type1,p3,1,0,0,156500,360.0,0,1,0,258000.0,0,pr,0,1680.0,613,0,6,1,60.65891473,south,0,0,42.0
1,Joint,1,type1,p4,1,0,0,256500,180.0,0,0,0,428000.0,0,pr,0,8220.0,635,1,3,0,59.92990654,North,0,0,28.0
1,Sex Not Available,0,type1,p4,1,0,0,156500,180.0,0,0,0,418000.0,0,ir,0,13920.0,887,1,2,1,75.13586957,south,0,1,39.0
1,Sex Not Available,0,type2,p3,1,0,1,186500,360.0,0,0,0,218000.0,0,pr,0,3600.0,596,0,3,1,85.55045872,south,0,0,54.0
1,Male,0,type3,p4,1,0,0,236500,360.0,1,0,0,248000.0,0,pr,0,5760.0,601,0,1,1,95.36290323,North,0,0,39.0
